PELLID,OPEID,GAPSID,Name,State,Type & Control,Recipients,Awards,,,,,,,
11940,1194000,0637,INSTITUTO COMERCIAL DE PUERTO RICO JUNIOR COLLEGE-MAIN,PR,Proprietary,"2,237","7,269,945",,,,,,,
14534,2166400,5084,INSTITUTO DE BANCA Y COMERCIO,PR,Proprietary,"20,415","65,793,378",,,,,,,
15305,2170300,3870,INSTITUTO DE EDUCACION TECNICA OCUPACIONAL LA REINE-MANATI,PR,Proprietary,617,"1,800,283",,,,,,,
41172,4117200,6105,INSTITUTO EDUCATIVO PREMIER,PR,Proprietary,165,"446,238",,,,,,,
26111,2611100,4505,INSTITUTO MERLIX,PR,Proprietary,43,"87,918",,,,,,,
34523,3452300,5376,INSTITUTO PRE-VOCACIONAL E INDUSTRIAL DE PUERTO RICO,PR,Private 2 Year,147,"370,022",,,,,,,
3938,393800,2460,INTER AMERICAN UNIVERSITY OF PUERTO RICO,PR,Private 4 Year,"36,085","125,882,337",,,,,,,
17233,2562500,4422,INTERNATIONAL TECHNICAL COLLEGE,PR,Proprietary,193,"584,156",,,,,,,
34693,3469300,5350,IVAEM COLLEGE,PR,Proprietary,199,"678,388",,,,,,,
31121,3112100,4769,JOHN DEWEY COLLEGE,PR,Private 4 Year,"7,008","21,064,180",,,,,,,
35523,3552300,5469,LESTON COLLEGE,PR,Proprietary,239,"513,047",,,,,,,
14452,2195800,3926,LICEO DE ARTE Y TECNOLOGIA,PR,Private 2 Year,"1,275","4,150,495",,,,,,,
30259,3025900,5270,"LICEO DE ARTE, DISENOS Y COMERCIO",PR,Proprietary,764,"2,522,110",,,,,,,
17139,2549700,4389,MAISON D' ESTHETIQUE ACADEMY,PR,Proprietary,359,"1,026,101",,,,,,,
12178,2063100,3664,MBTI BUSINESS TRAINING INSTITUTE,PR,Proprietary,"1,037","3,295,659",,,,,,,
30255,3025500,4581,MECH TECH COLLEGE,PR,Proprietary,"3,224","10,230,526",,,,,,,
15006,2195400,3924,MODERN HAIRSTYLING INSTITUTE,PR,Proprietary,314,"940,344",,,,,,,
15007,2195500,3925,MODERN HAIRSTYLING INSTITUTE,PR,Proprietary,100,"287,264",,,,,,,
15008,2195900,3927,MODERN HAIRSTYLING INSTITUTE,PR,Proprietary,460,"1,314,232",,,,,,,
34143,3414300,4969,MONTECLARO ESCUELA DE HOTELERIA Y ARTES CULINARIAS,PR,Private 2 Year,7,"20,159",,,,,,,
39654,3965400,5801,MYRANGEL BEAUTY INSTITUTE,PR,Proprietary,284,"827,842",,,,,,,
15953,2260600,4053,NATIONAL COLLEGE OF BUSINESS AND TECHNOLOGY,PR,Proprietary,"7,228","20,155,656",,,,,,,
31242,3124200,4799,NOVA COLLEGE OF PUERTO RICO,PR,Proprietary,413,"1,206,933",,,,,,,
16989,2534900,0842,PONCE PARAMEDICAL COLLEGE (POPAC),PR,Proprietary,"3,577","11,505,322",,,,,,,
3936,393600,0442,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE),PR,Private 4 Year,"6,518","24,782,185",,,,,,,
31044,3104400,4741,PROFESSIONAL ELECTRICAL SCHOOL,PR,Proprietary,122,"367,459",,,,,,,
30857,3085700,4681,PROFESSIONAL TECHNICAL INSTITUTION,PR,Proprietary,473,"1,359,091",,,,,,,
30760,3076000,4661,PUERTO RICO BARBER COLLEGE,PR,Proprietary,92,"203,391",,,,,,,
30684,3068400,4642,QUALITY TECHNICAL & BEAUTY COLLEGE,PR,Proprietary,123,"361,031",,,,,,,
13148,1314800,3626,RAMIREZ COLLEGE OF BUSINESS & TECHNOLOGY,PR,Proprietary,772,"2,650,239",,,,,,,
17357,2563500,4426,ROGIE'S SCHOOL OF BEAUTY CULTURE,PR,Proprietary,316,"1,065,297",,,,,,,
36383,3638300,5702,ROSSLYN TRAINING ACADEMY OF COSMETOLOGY,PR,Proprietary,31,"112,371",,,,,,,
11203,1120300,3433,"RYDER MEMORIAL HOSPITAL, SCHOOL OF PRACTICAL NURSING",PR,Private 2 Year,21,"91,518",,,,,,,
16829,2502400,4295,SERBIA'S TECHNICAL COLLEGE,PR,Proprietary,425,"1,097,646",,,,,,,
31159,3115900,4781,TRINITY COLLEGE OF PUERTO RICO,PR,Private 2 Year,299,"1,132,842",,,,,,,
33263,3326300,4926,UNIVERSAL CAREER COMMUNITY COLLEGE,PR,Proprietary,"1,211","4,065,130",,,,,,,
30297,3029700,4595,UNIVERSAL TECHNOLOGY COLLEGE  OF  PR,PR,Private 2 Year,"1,821","5,313,693",,,,,,,
5019,501900,2596,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,PR,Private 4 Year,755,"2,824,185",,,,,,,
14999,2163300,3855,UNIVERSIDAD CENTRAL DEL CARIBE,PR,Private 4 Year,143,"457,480",,,,,,,
11718,394100,2461,UNIVERSIDAD DEL ESTE,PR,Private 4 Year,"11,566","39,620,185",,,,,,,
11719,1171900,0632,UNIVERSIDAD DEL TURABO,PR,Private 4 Year,"13,255","47,654,439",,,,,,,
25875,2587500,4463,UNIVERSIDAD METROPOLITANA,PR,Private 4 Year,"10,216","36,275,639",,,,,,,
14255,2100000,3730,UNIVERSIDAD POLITECNICA DE PUERTO RICO/POLYTECHNIC UNIVERSITY OF P.R.,PR,Private 4 Year,"3,309","9,319,944",,,,,,,
3942,394200,2462,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION,PR,Public 4 year,"37,453","140,961,244",,,,,,,
3937,393700,0443,UNIVERSITY OF THE SACRED HEART,PR,Private 4 Year,"3,765","12,574,789",,,,,,,
11009,1100900,3406,PALAU COMMUNITY COLLEGE,PW,Public 2 year,636,"1,949,106",,,,,,,
3401,340100,0372,BROWN UNIVERSITY,RI,Private 4 Year,719,"2,591,691",,,,,,,
3402,340200,2173,BRYANT UNIVERSITY,RI,Private 4 Year,387,"1,279,124",,,,,,,
4916,340800,2176,COMMUNITY COLLEGE OF RHODE ISLAND,RI,Public 2 year,"5,324","12,549,602",,,,,,,
7844,784400,3010,GIBBS COLLEGE,RI,Proprietary,219,"655,328",,,,,,,
37323,3732300,5539,INTERNATIONAL YACHT RESTORATION SCHOOL,RI,Private 2 Year,4,"16,474",,,,,,,
3404,340400,2174,JOHNSON & WALES UNIVERSITY,RI,Private 4 Year,"4,883","15,376,327",,,,,,,
32323,3232300,4879,LINCOLN TECHNICAL INSTITUTE,RI,Proprietary,"2,792","7,808,558",,,,,,,
31152,3115200,4777,MOTORING TECHNICAL TRAINING INSTITUTE,RI,Proprietary,200,"587,056",,,,,,,
7845,784500,3011,NEW ENGLAND INSTITUTE OF TECHNOLOGY,RI,Private 4 Year,"1,492","4,252,621",,,,,,,
16462,2584400,5540,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS,RI,Proprietary,485,"1,072,022",,,,,,,
30800,3080000,4670,NEWPORT SCHOOL OF HAIRDRESSING,RI,Proprietary,59,"146,116",,,,,,,
3406,340600,0373,PROVIDENCE COLLEGE,RI,Private 4 Year,385,"1,223,132",,,,,,,
3407,340700,2175,RHODE ISLAND COLLEGE,RI,Public 4 year,"2,007","5,982,856",,,,,,,
3409,340900,2177,RHODE ISLAND SCHOOL OF DESIGN,RI,Private 4 Year,248,"926,485",,,,,,,
3410,341000,2178,ROGER WILLIAMS UNIVERSITY,RI,Private 4 Year,448,"1,410,237",,,,,,,
6591,659100,2832,SAINT JOSEPH SCHOOL OF NURSING,RI,Private 2 Year,25,"87,264",,,,,,,
3411,341100,2179,SALVE REGINA COLLEGE,RI,Private 4 Year,289,"898,900",,,,,,,
11159,1115900,3424,SAWYER SCHOOL  (THE),RI,Proprietary,"1,198","2,741,467",,,,,,,
41412,4141200,6470,TONI & GUY HAIRDRESSING ACADEMY,RI,Proprietary,3,"4,223",,,,,,,
3414,341400,0374,UNIVERSITY OF RHODE ISLAND,RI,Public 4 year,"2,675","8,524,889",,,,,,,
35705,3570500,5059,ZION BIBLE COLLEGE,RI,Private 4 Year,107,"347,785",,,,,,,
30883,3088300,4686,ACADEMY OF COSMETOLOGY,SC,Proprietary,108,"290,949",,,,,,,
17124,2552400,4398,ACADEMY OF HAIR TECHNOLOGY,SC,Proprietary,96,"233,854",,,,,,,
10056,1005600,3288,AIKEN TECHNICAL COLLEGE,SC,Public 2 year,"1,796","4,520,105",,,,,,,
3417,341700,2180,ALLEN UNIVERSITY,SC,Private 4 Year,654,"2,411,713",,,,,,,
3418,341800,2181,ANDERSON UNIVERSITY,SC,Private 4 Year,495,"1,464,393",,,,,,,
3420,342000,2183,BENEDICT COLLEGE,SC,Private 4 Year,"2,638","9,047,020",,,,,,,
3421,342100,5921,BOB JONES UNIVERSITY,SC,Proprietary,980,"2,655,762",,,,,,,
3995,399500,2482,CENTRAL CAROLINA TECHNICAL COLLEGE,SC,Public 2 year,"2,699","6,602,938",,,,,,,
33043,3304300,4915,CENTURA COLLEGE,SC,Proprietary,488,"1,178,688",,,,,,,
16737,2356600,0816,CHARLESTON COSMETOLOGY INSTITUTE,SC,Proprietary,101,"285,315",,,,,,,
35953,3595300,5250,CHARLESTON SCHOOL OF MASSAGE,SC,Proprietary,12,"26,709",,,,,,,
3419,341900,2182,CHARLESTON SOUTHERN UNIVERSITY,SC,Private 4 Year,"1,141","3,757,726",,,,,,,
16567,2338600,4217,CHARZANNE BEAUTY COLLEGE,SC,Proprietary,72,"238,967",,,,,,,
3423,342300,0375,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA",SC,Public 4 year,331,"1,080,297",,,,,,,
3424,342400,0376,CLAFLIN UNIVERSITY,SC,Private 4 Year,"1,158","4,319,138",,,,,,,
3425,342500,0377,CLEMSON UNIVERSITY,SC,Public 4 year,"1,917","6,269,150",,,,,,,
4923,492300,2575,CLINTON JUNIOR COLLEGE,SC,Private 2 Year,87,"304,638",,,,,,,
3451,345100,2202,COASTAL CAROLINA UNIVERSITY,SC,Public 4 year,"1,904","6,214,695",,,,,,,
3427,342700,2185,COKER COLLEGE,SC,Private 4 Year,679,"2,228,913",,,,,,,
3428,342800,0378,COLLEGE OF CHARLESTON,SC,Public 4 year,"1,429","4,583,226",,,,,,,
3430,343000,2187,COLUMBIA COLLEGE OF SOUTH CAROLINA,SC,Private 4 Year,607,"1,897,490",,,,,,,
3429,342900,2186,COLUMBIA INTERNATIONAL UNIVERSITY,SC,Private 4 Year,205,"669,554",,,,,,,
3431,343100,2188,CONVERSE COLLEGE,SC,Private 4 Year,234,"732,104",,,,,,,
5363,536300,2662,DENMARK TECHNICAL COLLEGE,SC,Public 2 year,"1,077","3,424,455",,,,,,,
3432,343200,2189,ERSKINE COLLEGE,SC,Private 4 Year,138,"446,018",,,,,,,
3990,399000,2478,FLORENCE - DARLINGTON TECHNICAL COLLEGE,SC,Public 2 year,"3,163","8,950,358",,,,,,,
4924,492400,2576,FORREST JUNIOR COLLEGE,SC,Proprietary,120,"368,709",,,,,,,
9226,922600,3163,FRANCIS MARION UNIVERSITY,SC,Public 4 year,"1,608","5,572,000",,,,,,,
3434,343400,2190,FURMAN UNIVERSITY,SC,Private 4 Year,285,"886,308",,,,,,,
3991,399100,0462,GREENVILLE TECHNICAL COLLEGE,SC,Public 2 year,"6,865","17,681,611",,,,,,,
38923,3892300,5673,HARLEY'S BEAUTY & BARBER CAREER INSTITUTE,SC,Proprietary,17,"57,985",,,,,,,
4925,492500,2577,HORRY GEORGETOWN TECHNICAL COLLEGE,SC,Public 2 year,"3,640","9,190,232",,,,,,,
12092,1209200,0647,KENNETH SHULER SCHOOL OF COSMETOLOGY,SC,Proprietary,51,"130,790",,,,,,,
16588,2341100,4228,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS,SC,Proprietary,513,"1,516,935",,,,,,,
30523,3052300,4622,KENNETH SHULER'S SCHOOL OF COSMETOLOGY & HAIR DESIGN,SC,Proprietary,127,"380,431",,,,,,,
35133,3513300,5032,LACY COSMETOLOGY SCHOOL,SC,Proprietary,121,"326,102",,,,,,,
3435,343500,2191,LANDER UNIVERSITY,SC,Public 4 year,"1,023","3,382,215",,,,,,,
37463,3746300,5493,LEGRAND INSTITUTE OF COSMETOLOGY,SC,Proprietary,30,"89,157",,,,,,,
3436,343600,2192,LIMESTONE COLLEGE,SC,Private 4 Year,"1,643","4,218,819",,,,,,,
3438,343800,2193,MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,Public 4 year,55,"148,770",,,,,,,
3993,399300,2480,MIDLANDS TECHNICAL COLLEGE - AIRPORT CAMPUS,SC,Public 2 year,"5,697","13,982,423",,,,,,,
3439,343900,2194,MORRIS COLLEGE,SC,Private 4 Year,890,"3,135,919",,,,,,,
3440,344000,2195,NEWBERRY COLLEGE,SC,Private 4 Year,392,"1,347,791",,,,,,,
3441,344100,2196,NORTH GREENVILLE UNIVERSITY,SC,Private 4 Year,651,"2,069,845",,,,,,,
7602,760200,2971,NORTHEASTERN TECHNICAL COLLEGE,SC,Public 2 year,753,"1,546,372",,,,,,,
6815,681500,2860,ORANGEBURG CALHOUN TECHNICAL COLLEGE,SC,Public 2 year,"2,159","5,730,094",,,,,,,
3992,399200,2479,PIEDMONT TECHNICAL COLLEGE,SC,Public 2 year,"3,295","8,822,632",,,,,,,
3445,344500,2197,PRESBYTERIAN COLLEGE,SC,Private 4 Year,171,"592,355",,,,,,,
3446,344600,2198,SOUTH CAROLINA STATE UNIVERSITY,SC,Public 4 year,"3,007","10,570,553",,,,,,,
35554,3555400,5467,SOUTHEASTERN INSTITUTE,SC,Proprietary,149,"476,223",,,,,,,
37464,3746400,5510,SOUTHEASTERN INSTITUTE,SC,Proprietary,140,"414,723",,,,,,,
32583,3258300,4892,SOUTHERN METHODIST COLLEGE,SC,Private 4 Year,8,"13,843",,,,,,,
3422,342200,2184,SOUTHERN WESLEYAN UNIVERSITY,SC,Private 4 Year,794,"2,206,542",,,,,,,
3994,399400,2481,SPARTANBURG COMMUNITY COLLEGE,SC,Public 2 year,"2,885","7,261,242",,,,,,,
3447,344700,2199,SPARTANBURG METHODIST COLLEGE,SC,Private 2 Year,353,"1,223,808",,,,,,,
32933,3293300,4910,STRAND COLLEGE OF HAIR DESIGN,SC,Proprietary,50,"134,491",,,,,,,
37684,3768400,5598,STYLETRENDS BARBER AND HAIRSTYLING ACADEMY,SC,Proprietary,37,"127,015",,,,,,,
17236,2567600,4430,SUMTER BEAUTY COLLEGE,SC,Proprietary,53,"175,571",,,,,,,
9910,991000,3260,TECHNICAL COLLEGE OF THE LOWCOUNTRY - BEAUFORT CAMPUS,SC,Public 2 year,"1,356","3,187,337",,,,,,,
4926,492600,2578,TRI COUNTY TECHNICAL COLLEGE,SC,Public 2 year,"2,757","6,968,675",,,,,,,
4920,492000,0483,TRIDENT TECHNICAL COLLEGE,SC,Public 2 year,"5,971","15,230,741",,,,,,,
3449,344900,2201,UNIVERSITY OF SOUTH CAROLINA - AIKEN,SC,Public 4 year,"1,034","3,465,668",,,,,,,
3448,344800,2200,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA,SC,Public 4 year,"4,053","12,942,291",,,,,,,
3450,345000,5738,UNIVERSITY OF SOUTH CAROLINA BEAUFORT,SC,Public 4 year,385,"1,165,621",,,,,,,
9911,991100,3261,UNIVERSITY OF SOUTH CAROLINA REGIONAL CAMPUSES,SC,Public 4 year,"1,840","5,484,397",,,,,,,
6951,695100,2877,UNIVERSITY OF SOUTH CAROLINA UPSTATE,SC,Public 4 year,"1,816","5,868,682",,,,,,,
3455,345500,2203,VOORHEES COLLEGE,SC,Private 4 Year,497,"1,843,871",,,,,,,
38564,3856400,5684,W. L. BONNER COLLEGE,SC,Private 4 Year,26,"83,122",,,,,,,
9322,932200,3181,WILLIAMSBURG TECHNICAL COLLEGE,SC,Public 2 year,580,"1,645,390",,,,,,,
3456,345600,0379,WINTHROP UNIVERSITY,SC,Public 4 year,"1,504","4,928,575",,,,,,,
3457,345700,2204,WOFFORD COLLEGE,SC,Private 4 Year,196,"667,472",,,,,,,
3996,399600,2483,YORK TECHNICAL COLLEGE,SC,Public 2 year,"2,365","6,008,252",,,,,,,
3458,345800,2205,AUGUSTANA COLLEGE,SD,Private 4 Year,376,"1,216,468",,,,,,,
14945,2137100,3801,BLACK HILLS BEAUTY COLLEGE,SD,Proprietary,73,"216,157",,,,,,,
3459,345900,2206,BLACK HILLS STATE UNIVERSITY,SD,Public 4 year,"1,234","3,837,070",,,,,,,
3463,346300,2207,DAKOTA STATE UNIVERSITY,SD,Public 4 year,504,"1,438,794",,,,,,,
3461,346100,5253,DAKOTA WESLEYAN UNIVERSITY,SD,Private 4 Year,311,"977,564",,,,,,,
16231,2297800,4136,HEADLINES ACADEMY,SD,Proprietary,66,"178,824",,,,,,,
15000,2144600,3815,KILIAN COMMUNITY COLLEGE,SD,Private 2 Year,258,"508,975",,,,,,,
5309,530900,2637,LAKE AREA TECHNICAL INSTITUTE,SD,Public 2 year,472,"1,405,216",,,,,,,
8284,828400,3066,MITCHELL TECHNICAL INSTITUTE,SD,Public 2 year,332,"1,064,542",,,,,,,
3465,346500,2209,MOUNT MARTY COLLEGE,SD,Private 4 Year,329,"1,075,107",,,,,,,
4057,405700,0463,NATIONAL AMERICAN UNIVERSITY,SD,Proprietary,"4,458","10,316,014",,,,,,,
3466,346600,2210,NORTHERN STATE UNIVERSITY,SD,Public 4 year,648,"1,984,841",,,,,,,
14659,1465900,3639,OGLALA LAKOTA COLLEGE-,SD,Public 4 year,"1,205","3,431,809",,,,,,,
3467,346700,2211,PRESENTATION COLLEGE,SD,Private 4 Year,358,"1,067,456",,,,,,,
11477,1147700,3440,SANFORD MEDICAL CENTER,SD,Private 2 Year,3,"7,502",,,,,,,
14303,2143700,3813,SINTE GLESKA UNIVERSITY,SD,Public 4 year,513,"1,533,995",,,,,,,
16080,2277300,4088,SISSETON WAHPETON COLLEGE,SD,Public 2 year,172,"513,022",,,,,,,
3470,347000,2213,SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY,SD,Public 4 year,371,"1,203,561",,,,,,,
3471,347100,2214,SOUTH DAKOTA STATE UNIVERSITY,SD,Public 4 year,"2,600","7,845,309",,,,,,,
8285,776400,2999,SOUTHEAST TECHNICAL INSTITUTE,SD,Public 2 year,733,"1,931,101",,,,,,,
10138,1013800,5605,STEWART SCHOOL,SD,Proprietary,71,"236,423",,,,,,,
3469,346900,2212,UNIVERSITY OF SIOUX FALLS,SD,Private 4 Year,306,"842,558",,,,,,,
3474,347400,2215,UNIVERSITY OF SOUTH DAKOTA,SD,Public 4 year,"1,953","5,748,196",,,,,,,
10170,1017000,3303,WESTERN DAKOTA TECHNICAL INSTITUTE,SD,Public 2 year,578,"1,745,702",,,,,,,
10460,1046000,5364,AMERICAN BAPTIST THEOLOGICAL SEMINARY,TN,Private 4 Year,60,"222,912",,,,,,,
3477,347700,2216,AQUINAS COLLEGE,TN,Private 4 Year,294,"706,625",,,,,,,
15937,2257400,4047,ARNOLD'S BEAUTY SCHOOL,TN,Proprietary,58,"182,089",,,,,,,
3478,347800,2217,AUSTIN PEAY STATE UNIVERSITY,TN,Public 4 year,"3,840","11,520,809",,,,,,,
34403,3440300,4992,BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES,TN,Private 4 Year,396,"1,155,072",,,,,,,
31493,3149300,4838,BEAUTY INSTITUTE (THE),TN,Proprietary,225,"558,315",,,,,,,
3479,347900,2218,BELMONT UNIVERSITY,TN,Private 4 Year,559,"1,780,455",,,,,,,
3480,348000,2219,BETHEL COLLEGE,TN,Private 4 Year,"1,378","4,164,931",,,,,,,
3536,353600,2254,BRYAN COLLEGE,TN,Private 4 Year,369,"1,060,627",,,,,,,
39303,3930300,5691,BUCHANAN BEAUTY COLLEGE,TN,Proprietary,46,"117,820",,,,,,,
38413,3841300,5590,CAREER BEAUTY COLLEGE,TN,Proprietary,25,"79,636",,,,,,,
3481,348100,2220,CARSON - NEWMAN COLLEGE,TN,Private 4 Year,588,"1,953,367",,,,,,,
15575,2204200,0730,"CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS",TN,Proprietary,353,"947,167",,,,,,,
3998,399800,2484,CHATTANOOGA STATE TECHNICAL COMMUNITY COLLEGE,TN,Public 2 year,"4,492","11,820,146",,,,,,,
3482,348200,2221,CHRISTIAN BROTHERS UNIVERSITY,TN,Private 4 Year,525,"1,720,630",,,,,,,
3999,399900,2485,CLEVELAND STATE COMMUNITY COLLEGE,TN,Public 2 year,"1,393","3,841,521",,,,,,,
3483,348300,2222,COLUMBIA STATE COMMUNITY COLLEGE,TN,Public 2 year,"1,650","4,113,194",,,,,,,
15510,2157100,3841,CONCORDE CAREER COLLEGE,TN,Proprietary,"2,036","5,299,304",,,,,,,
9982,998200,0591,CRICHTON COLLEGE,TN,Private 4 Year,660,"2,037,748",,,,,,,
3485,348500,2224,CUMBERLAND UNIVERSITY,TN,Private 4 Year,357,"1,153,886",,,,,,,
4934,493400,2580,DRAUGHONS JUNIOR COLLEGE,TN,Proprietary,"2,606","7,194,878",,,,,,,
36833,3683300,5403,DUDLEY NWANI THE SCHOOL,TN,Proprietary,106,"288,628",,,,,,,
6835,683500,2862,DYERSBURG STATE COMMUNITY COLLEGE,TN,Public 2 year,"1,418","3,739,928",,,,,,,
3487,348700,2226,EAST TENNESSEE STATE UNIVERSITY,TN,Public 4 year,"3,695","11,578,691",,,,,,,
41241,4124100,5923,ELITE COLLEGE OF COSMETOLOGY,TN,Proprietary,65,"185,665",,,,,,,
25950,2595000,0883,FAYETTEVILLE COLLEGE OF COSMETOLOGY ARTS & SCIENCES,TN,Proprietary,68,"193,957",,,,,,,
3490,349000,2227,FISK UNIVERSITY,TN,Private 4 Year,293,"1,052,147",,,,,,,
7439,743900,2936,FOUNTAINHEAD COLLEGE OF TECHNOLOGY,TN,Proprietary,89,"294,932",,,,,,,
30088,3008800,0918,FRANKLIN ACADEMY,TN,Private 2 Year,90,"215,375",,,,,,,
30018,3001800,4534,FREE WILL BAPTIST BIBLE COLLEGE,TN,Private 4 Year,133,"398,028",,,,,,,
3492,349200,2228,FREED-HARDEMAN UNIVERSITY,TN,Private 4 Year,464,"1,533,809",,,,,,,
8655,865500,3106,GENESIS CAREER COLLEGE OF COOKEVILLE,TN,Proprietary,119,"303,618",,,,,,,
30611,3061100,4624,GENESIS CAREER COLLEGE OF LEBANON,TN,Proprietary,286,"885,826",,,,,,,
39203,3920300,5764,INSTITUTE OF HAIR DESIGN,TN,Proprietary,56,"164,965",,,,,,,
10217,1021700,3310,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,TN,Proprietary,518,"1,208,359",,,,,,,
4937,493700,2581,JACKSON STATE COMMUNITY COLLEGE,TN,Public 2 year,"2,003","5,495,621",,,,,,,
8859,885900,3117,JOHN A. GUPTON COLLEGE,TN,Private 2 Year,59,"168,958",,,,,,,
3495,349500,2230,JOHNSON BIBLE COLLEGE,TN,Private 4 Year,268,"912,925",,,,,,,
15171,2153100,3832,JON NAVE UNIVERSITY OF COSMETOLOGY,TN,Proprietary,184,"507,933",,,,,,,
23262,2326200,5281,KAPLAN CAREER INSTITUTE,TN,Proprietary,814,"2,377,159",,,,,,,
3496,349600,2231,KING COLLEGE,TN,Private 4 Year,416,"1,295,446",,,,,,,
3498,349800,2232,LAMBUTH UNIVERSITY,TN,Private 4 Year,296,"972,865",,,,,,,
3499,349900,2233,LANE COLLEGE,TN,Private 4 Year,"1,790","6,855,035",,,,,,,
40253,4025300,5793,LAST MINUTE CUTS SCHOOL OF BARBERING AND COSMETOLOGY,TN,Proprietary,50,"123,187",,,,,,,
3500,350000,2234,LEE UNIVERSITY,TN,Private 4 Year,"1,158","3,624,146",,,,,,,
3501,350100,2235,LEMOYNE-OWEN COLLEGE,TN,Private 4 Year,574,"1,978,411",,,,,,,
3502,350200,2236,LINCOLN MEMORIAL UNIVERSITY,TN,Private 4 Year,756,"2,323,171",,,,,,,
3486,348600,2225,LIPSCOMB UNIVERSITY,TN,Private 4 Year,472,"1,434,109",,,,,,,
3504,350400,2237,MARTIN METHODIST COLLEGE,TN,Private 4 Year,488,"1,592,652",,,,,,,
3505,350500,2238,MARYVILLE COLLEGE,TN,Private 4 Year,347,"1,107,253",,,,,,,
10815,2326300,4191,MEDVANCE INSTITUTE,TN,Proprietary,"1,863","4,643,557",,,,,,,
3507,350700,2239,MEMPHIS COLLEGE OF ART,TN,Private 4 Year,151,"491,605",,,,,,,
37013,3701300,6076,MEMPHIS INSTITUTE OF BARBERING,TN,Proprietary,82,"308,884",,,,,,,
3510,351000,2240,MIDDLE TENNESSEE STATE UNIVERSITY,TN,Public 4 year,"6,463","19,694,983",,,,,,,
26142,2614200,4509,MILLER - MOTTE TECHNICAL COLLEGE,TN,Proprietary,"3,902","9,615,991",,,,,,,
3511,351100,2241,MILLIGAN COLLEGE,TN,Private 4 Year,230,"738,552",,,,,,,
16075,2278700,4091,MISTER WAYNE'S SCHOOL OF UNISEX HAIR DESIGN,TN,Proprietary,31,"79,649",,,,,,,
6836,683600,0498,MOTLOW STATE COMMUNITY COLLEGE,TN,Public 2 year,"1,419","3,819,485",,,,,,,
7440,744000,2937,NASHVILLE AUTO-DIESEL COLLEGE,TN,Proprietary,"1,475","4,267,017",,,,,,,
13631,2125300,3786,NASHVILLE COLLEGE OF MEDICAL CAREERS,TN,Proprietary,242,"700,444",,,,,,,
7534,814500,3049,NASHVILLE STATE COMMUNITY COLLEGE,TN,Public 2 year,"3,333","8,558,653",,,,,,,
4617,461700,2528,NATIONAL COLLEGE OF BUSINESS AND TECHNOLOGY,TN,Proprietary,"1,870","5,810,077",,,,,,,
36473,3647300,5807,NEW CONCEPTS SCHOOL OF COSMETOLOGY,TN,Proprietary,32,"89,869",,,,,,,
16813,2498000,4288,NEW WAVE HAIR ACADEMY,TN,Proprietary,155,"380,465",,,,,,,
25976,2597600,4478,NEW WAVE HAIR ACADEMY,TN,Proprietary,166,"404,393",,,,,,,
30125,3012500,4557,NEW WAVE HAIR ACADEMY,TN,Proprietary,286,"786,269",,,,,,,
30791,3079100,4667,NORTH CENTRAL INSTITUTE,TN,Proprietary,31,"81,084",,,,,,,
5378,537800,2666,NORTHEAST STATE TECHNICAL COMMUNITY COLLEGE,TN,Public 2 year,"2,608","7,119,323",,,,,,,
17347,2578200,4453,NOSSI COLLEGE OF ART,TN,Proprietary,336,"1,099,742",,,,,,,
14663,2106400,3742,O'MORE COLLEGE OF DESIGN,TN,Private 4 Year,46,"134,833",,,,,,,
12693,1269300,3570,PELLISSIPPI STATE COMMUNITY COLLEGE,TN,Public 2 year,"3,132","8,155,845",,,,,,,
10447,1044700,3344,PLAZA BEAUTY SCHOOL,TN,Proprietary,110,"290,945",,,,,,,
17068,2539800,4370,QUEEN CITY COLLEGE,TN,Proprietary,137,"380,578",,,,,,,
16062,2275500,4083,REUBEN-ALLEN COLLEGE,TN,Proprietary,24,"63,503",,,,,,,
3519,351900,2243,RHODES COLLEGE,TN,Private 4 Year,170,"567,134",,,,,,,
9914,991400,3263,ROANE STATE COMMUNITY COLLEGE,TN,Public 2 year,"2,281","6,335,690",,,,,,,
38303,3830300,5600,SAE INSTITUTE OF TECHNOLOGY,TN,Proprietary,57,"162,306",,,,,,,
37744,3774400,5704,SHEAR ACADEMY,TN,Proprietary,20,"64,806",,,,,,,
4938,493800,2582,SOUTH COLLEGE,TN,Proprietary,783,"2,329,010",,,,,,,
3518,351800,2242,SOUTHERN ADVENTIST UNIVERSITY,TN,Private 4 Year,684,"2,215,198",,,,,,,
16595,2339800,4222,SOUTHERN INSTITUTE OF COSMETOLOGY - MAIN CAMPUS,TN,Proprietary,68,"204,490",,,,,,,
