PELLID,Institution,City,State,Recipients,Awards
003663,Wayland Baptist University,Plainview,TX,"1,099","1,603,289"
003664,Weatherford College,Weatherford,TX,803,"1,291,431"
003665,West Texas A & M University,Canyon,TX,"1,683","3,152,414"
009549,Western Texas College,Snyder,TX,271,"502,196"
003668,Wharton County Junior College,Wharton,TX,611,"1,013,393"
003669,Wiley College,Marshall,TX,455,"942,273"
014257,Bridgerland Applied Technology Center,Logan,UT,131,"168,780"
003670,Brigham Young University,Provo,UT,"8,531","15,903,992"
003676,College of Eastern Utah,Price,UT,945,"1,876,525"
015195,Davis Applied Technology Center,Kaysville,UT,235,"168,992"
003671,Dixie State College of Utah,St George,UT,"1,475","2,618,856"
003672,Latter Day Saints Business College,Salt Lake City,UT,221,"359,819"
015526,Ogden Weber Applied Technology Center,Ogden,UT,426,"319,938"
005220,Salt Lake Community College,Salt Lake City,UT,"3,580","5,377,835"
003679,Snow College,Ephraim,UT,799,"1,541,428"
003678,Southern Utah University,Cedar City,UT,"2,358","4,754,791"
013721,Uintah Basin Applied Technology Center,Roosevelt,UT,88,"149,671"
003675,University of Utah,Salt Lake City,UT,"4,300","7,525,139"
003677,UTAH STATE UNIVERSITY,Logan,UT,"5,761","11,208,418"
004027,Utah Valley State College,Orem,UT,"3,566","5,690,577"
003680,WEBER STATE UNIVERSITY,Ogden,UT,"3,880","6,799,673"
003681,Westminster College,Salt Lake City,UT,524,"951,791"
003702,Averett College,Danville,VA,305,"485,149"
006819,Blue Ridge Community College,Weyers Cave,VA,339,"492,170"
003703,Bluefield College,Bluefield,VA,246,"431,368"
010043,Bon Secours Memorial School of Nursing,Richmond,VA,21,"46,416"
003704,Bridgewater College,Bridgewater,VA,245,"484,634"
004988,Central Virginia Community College,Lynchburg,VA,641,"936,744"
003706,Christopher Newport Univesity,Newport News,VA,"1,140","2,219,676"
003705,College of William & Mary,Williamsburg,VA,481,"920,825"
009893,Community Hospital of Roanoke Valley College of Health Sciences,Roanoke,VA,175,"322,305"
004996,Dabney S Lancaster Community College,Clifton Forge,VA,362,"610,799"
003758,Danville Community College,Danville,VA,707,"1,166,548"
013889,Danville Regional Medical Center School of Nursing,Danville,VA,43,"92,384"
003708,Eastern Mennonite University,Harrisonburg,VA,292,"503,840"
003748,Eastern Shore Community College,Melfa,VA,329,"531,034"
003709,Emory & Henry College,Emory,VA,319,"622,322"
003711,Ferrum College,Ferrum,VA,338,"668,234"
003749,George Mason University,Fairfax,VA,"3,062","5,589,288"
008660,Germanna Community College,Locust Grove,VA,498,"810,061"
003713,Hampden Sydney College,Hampden Sydney,VA,115,"212,984"
003714,Hampton University,Hampton,VA,"1,572","3,295,955"
013629,Henrico County-Saint Mary's Hospital School of Practical Nursing,Highland Springs,VA,28,"45,217"
003715,Hollins University,Roanoke,VA,216,"415,287"
003759,J Sargeant Reynolds Community College,Richmond,VA,"1,914","3,180,581"
003721,James Madison University,Harrisonburg,VA,"1,230","2,315,383"
004004,John Tyler Community College,Chester,VA,960,"1,359,295"
010392,Liberty University,Lynchburg,VA,"1,622","2,871,441"
003719,Longwood College,Farmville,VA,615,"1,170,405"
008659,Lord Fairfax Community College,Middletown,VA,581,"872,336"
008592,Louise Obici Memorial Hospital,Suffolk,VA,35,"52,948"
003720,Lynchburg College,Lynchburg,VA,361,"660,371"
015347,Lynchburg General Hospital School of Nursing,Lynchburg,VA,65,"132,329"
003723,Mary Baldwin College,Staunton,VA,383,"704,869"
003746,Mary Washington College,Fredericksburg,VA,374,"665,735"
003724,Marymount University,Arlington,VA,486,"910,244"
009629,Mountain Empire Community College,Big Stone Gap,VA,"1,965","3,363,219"
017222,New Horizons Regional Educational Center,Hampton,VA,13,"37,225"
005223,New River Community College,Dublin,VA,798,"1,353,559"
014108,Newport News Public Schools and Riverside Hospital,Newport News,VA,10,"18,676"
016418,Norfolk Skills Center,Norfolk,VA,37,"34,168"
003765,Norfolk State University,Norfolk,VA,"3,360","7,046,190"
003727,Northern Virginia Community College,Annandale,VA,"3,786","5,899,470"
003728,Old Dominion University,Norfolk,VA,"3,323","6,465,793"
003751,Patrick Henry Community College,Martinsville,VA,949,"1,496,029"
009159,Paul D. Camp Community College,Franklin,VA,497,"697,754"
009928,Piedmont Virginia Community College,Charlottesville,VA,603,"820,795"
003732,Radford University,Radford,VA,"1,628","3,068,683"
003733,Randolph-Macon College,Ashland,VA,146,"261,022"
003734,Randolph-Macon Woman's College,Lynchburg,VA,132,"268,981"
009160,Rappahannock Community College,Glenns,VA,432,"662,656"
003707,Richard Bland College of The College of William & Mary,Petersburg,VA,182,"313,945"
012903,Richmond Public School of Practical Nursing,Richmond,VA,66,"141,962"
003736,Roanoke College,Salem,VA,294,"549,719"
003739,Saint Paul's College,Lawrenceville,VA,388,"822,420"
031065,Sentara Norfolk General Hospital,Norfolk,VA,46,"85,177"
003737,Shenandoah University,Winchester,VA,330,"607,458"
012744,Southside Regional Medical Center,Petersburg,VA,30,"52,455"
008661,Southside Virginia Community College,Alberta,VA,"1,179","1,893,772"
007260,Southwest Virginia Community College,Richlands,VA,"2,173","3,988,814"
003742,Sweet Briar College,Sweet Briar,VA,100,"178,763"
003747,The University of Virginia's College at Wise,Wise,VA,597,"1,211,104"
006871,Thomas Nelson Community College,Hampton,VA,"2,284","3,384,394"
003712,Tidewater Community College,Portsmouth,VA,"5,750","9,295,753"
003744,University of Richmond,Richmond,VA,184,"303,163"
003745,University of Virginia,Charlottesville,VA,"1,267","2,517,730"
003735,Virginia Commonwealth University,Richmond,VA,"3,784","7,582,249"
007099,Virginia Highlands Community College,Abingdon,VA,722,"1,237,084"
003752,Virginia Intermont College,Bristol,VA,307,"570,487"
003753,Virginia Military Institute,Lexington,VA,171,"351,993"
003754,Virginia Polytechnic Institute & State University,Blacksburg,VA,"3,221","5,924,982"
003764,Virginia State University,Petersburg,VA,"2,030","4,336,086"
003766,Virginia Union University,Richmond,VA,625,"1,390,897"
003767,Virginia Wesleyan College,Norfolk,VA,344,"629,700"
003760,Virginia Western Community College,Roanoke,VA,"1,277","1,957,444"
003768,Washington & Lee University,Lexington,VA,61,"108,025"
026101,Washington County Adult Skill Center,Abingdon,VA,126,"196,934"
015531,Woodrow Wilson Rehabilitation Center,Fishersville,VA,57,"105,335"
003761,Wytheville Community College,Wytheville,VA,687,"1,163,374"
003946,University of the Virgin Islands,Saint Thomas,VI,988,"2,111,884"
003682,Bennington College,Bennington,VT,119,"246,497"
012183,Burlington College,Burlington,VT,85,"127,044"
003683,Castleton State College,Castleton,VT,473,"929,797"
003684,Champlain College,Burlington,VT,618,"1,060,561"
003685,College of St Joseph,Rutland,VT,125,"222,105"
011167,Community College of Vermont,Waterbury,VT,"2,104","2,742,815"
003686,Goddard College,Plainfield,VT,185,"366,530"
003687,Green Mountain College,Poultney,VT,174,"323,331"
003688,Johnson State College,Johnson,VT,587,"1,088,667"
017157,Landmark College,Putney,VT,49,"93,977"
003689,Lyndon State College,Lyndonville,VT,429,"828,052"
003690,Marlboro College,Marlboro,VT,106,"208,332"
003691,Middlebury College,Middlebury,VT,189,"376,610"
003692,Norwich University,Northfield,VT,686,"1,290,310"
015594,Rutland Regional Medical Center School of Radiologic Technology,Rutland,VT,2,"4,200"
003694,Saint Michael's College,Colchester,VT,285,"533,419"
003693,Southern Vermont College,Bennington,VT,242,"416,655"
014991,Sterling College,Craftsbury Common,VT,33,"65,090"
003695,Trinity College of Vermont,Burlington,VT,235,"419,291"
003696,University of Vermont and State Agricultural College,Burlington,VT,"1,359","2,405,576"
003698,Vermont Technical College,Randolph Center,VT,314,"576,405"
014348,Woodbury College,Montpelier,VT,84,"139,623"
016059,Bastyr University,Kenmore,WA,63,"130,407"
012259,BATES TECHNICAL COLLEGE,Tacoma,WA,794,"1,344,241"
003769,Bellevue Community College,Bellevue,WA,"1,180","1,818,852"
016227,Bellingham Technical College,Bellingham,WA,320,"485,109"
003770,Big Bend Community College,Moses Lake,WA,660,"1,078,652"
003771,Central Washington University,Ellensburg,WA,"2,039","3,939,271"
003772,Centralia College,Centralia,WA,535,"872,156"
013022,City University,Bellevue,WA,153,"189,954"
003773,Clark Community College,Vancouver,WA,"1,649","2,593,363"
015984,Clover Park Technical College,Lakewood,WA,"1,077","1,554,525"
003774,Columbia Basin College,Pasco,WA,"1,139","1,790,831"
012315,Cornish College of the Arts,Seattle,WA,201,"410,438"
003775,Eastern Washington University,Cheney,WA,"2,563","5,209,496"
005001,Edmonds Community College,Lynnwood,WA,"1,132","1,857,137"
003776,Everett Community College,Everett,WA,905,"1,458,564"
008155,Evergreen State College (The),Olympia,WA,"1,285","2,501,046"
003778,Gonzaga University,Spokane,WA,647,"1,290,063"
003779,Grays Harbor College,Aberdeen,WA,798,"1,455,366"
003780,Green River Community College,Auburn,WA,783,"1,257,094"
016175,HENRY COGSWELL COLLEGE,Everett,WA,11,"23,778"
003777,Heritage College,Toppenish,WA,409,"827,074"
003781,Highline Community College,Des Moines,WA,"1,397","2,364,019"
032833,"Inland Northwest Heating, Ventilation & Air Conditioning Training Ctr.",Spokane,WA,26,"41,319"
005373,Lake Washington Technical College,Kirkland,WA,542,"889,934"
003782,Lower Columbia College,Longview,WA,992,"1,916,219"
009704,North Seattle Community College,Seattle,WA,669,"1,251,017"
003783,Northwest College of the Assemblies of God,Kirkland,WA,276,"499,866"
021800,Northwest Indian College,Bellingham,WA,250,"433,373"
003784,Olympic College,Bremerton,WA,"1,480","2,411,387"
003785,Pacific Lutheran University,Tacoma,WA,777,"1,472,420"
003786,Peninsula College,Port Angeles,WA,581,"975,107"
009387,Perry Technical Institute,Yakima,WA,236,"463,718"
005000,Pierce College,Lakewood,WA,"1,913","2,855,495"
013681,Puget Sound Christian College,Edmonds,WA,75,"153,586"
014001,Renton Technical College,Renton,WA,494,"811,304"
003794,Saint Martins College,Lacey,WA,394,"742,047"
003787,Seattle Central Community College,Seattle,WA,"1,485","2,406,257"
033616,Seattle Midwifery School,Seattle,WA,4,"12,500"
003788,Seattle Pacific University,Seattle,WA,542,"962,972"
003790,Seattle University,Seattle,WA,686,"1,400,699"
003791,Shoreline Community College,Seattle,WA,895,"1,441,138"
003792,Skagit Valley College,Mount Vernon,WA,"1,017","1,588,790"
005372,SOUTH PUGET SOUND COMMUNITY COLLEGE,Olympia,WA,"1,193","1,878,890"
009706,South Seattle Community College,Seattle,WA,537,"886,506"
003793,Spokane Community College,Spokane,WA,"3,355","6,105,786"
009544,Spokane Falls Community College,Spokane,WA,"2,776","4,640,510"
003796,TACOMA COMMUNITY COLLEGE,Tacoma,WA,"1,994","3,187,163"
013525,Trinity Lutheran College,Issaquah,WA,33,"68,193"
003797,University of Puget Sound,Tacoma,WA,357,"690,857"
003798,University of Washington,Seattle,WA,"6,067","11,985,828"
003799,Walla Walla College,College Place,WA,466,"915,537"
005006,Walla Walla Community College,Walla Walla,WA,992,"1,880,418"
003800,Washington State University,Pullman,WA,"4,213","8,220,243"
003801,Wenatchee Valley College,Wenatchee,WA,933,"1,777,478"
003802,Western Washington University,Bellingham,WA,"2,635","4,831,573"
010364,Whatcom Community College,Bellingham,WA,962,"1,419,460"
003803,Whitman College,Walla Walla,WA,142,"284,318"
003804,Whitworth College,Spokane,WA,400,"714,998"
003805,Yakima Valley Community College,Yakima,WA,"1,478","2,573,786"
003832,Alverno College,Milwaukee,WI,812,"1,289,451"
006639,Bellin College of Nursing,Green Bay,WI,23,"39,342"
006108,Bellin Hospital School of Radiologic Technology,Green Bay,WI,1,"3,125"
003835,Beloit College,Beloit,WI,200,"397,837"
005390,Blackhawk Technical College,Janesville,WI,607,"1,041,199"
003837,Cardinal Stritch University,Milwaukee,WI,633,"950,400"
003838,Carroll College,Waukesha,WI,460,"728,961"
003839,Carthage College,Kenosha,WI,418,"725,984"
005304,Chippewa Valley Technical College,Eau Claire,WI,987,"1,540,602"
031251,College of the Menominee Nation,Keshena,WI,149,"224,182"
003842,Concordia University Wisconsin,Mequon,WI,747,"1,208,931"
003848,Edgewood College,Madison,WI,347,"581,937"
009744,Fox Valley Technical College,Appleton,WI,913,"1,366,597"
005389,Gateway Technical College,Kenosha,WI,912,"1,364,585"
017199,Lac Courte Oreilles Ojibwa Community College,Hayward,WI,227,"482,038"
003854,Lakeland College,Plymouth,WI,544,"853,646"
009194,Lakeshore Technical College,Cleveland,WI,378,"582,549"
003856,Lawrence University,Appleton,WI,207,"368,452"
004007,Madison Area Technical College,Madison,WI,"1,579","2,432,857"
016394,Maranatha Baptist Bible College,Watertown,WI,280,"507,242"
003861,Marian College of Fond du Lac,Fond Du Lac,WI,356,"619,964"
003863,Marquette University,Milwaukee,WI,"1,025","1,892,916"
006115,Mercy Medical Center School of Radiologic Technology,Oshkosh,WI,5,"10,973"
005380,Mid-State Technical College,Wisconsin Rapids,WI,741,"1,241,611"
003866,Milwaukee Area Technical College,Milwaukee,WI,"5,040","8,352,093"
014203,Milwaukee Institute of Art & Design,Milwaukee,WI,176,"348,953"
003868,Milwaukee School of Engineering,Milwaukee,WI,318,"521,653"
005303,Moraine Park Technical College,Fond Du Lac,WI,437,"659,424"
003869,Mount Mary College,Milwaukee,WI,265,"484,610"
003873,Mount Senario College,Ladysmith,WI,339,"647,334"
008919,Nicolet College Technical Institute,Rhinelander,WI,462,"773,035"
005387,Northcentral Technical Institute,Wausau,WI,684,"1,052,802"
005301,Northeast Wisconsin Technical College,Green Bay,WI,672,"1,200,340"
003875,Northland College,Ashland,WI,289,"572,345"
003884,Ripon College,Ripon,WI,175,"315,850"
006126,Saint Luke's Medical Center,Milwaukee,WI,3,"7,375"
003850,Silver Lake College,Manitowoc,WI,182,"316,037"
007699,Southwest Wisconsin Technical College,Fennimore,WI,483,"912,679"
003892,St Norbert College,De Pere,WI,311,"517,858"
003917,University of Wisconsin - Eau Claire,Eau Claire,WI,"1,901","3,248,899"
003899,UNIVERSITY OF WISCONSIN - GREEN BAY,Green Bay,WI,"1,047","1,795,099"
003919,University of Wisconsin - LaCrosse,La Crosse,WI,"1,615","2,637,738"
003895,University of Wisconsin - Madison,Madison,WI,"3,401","6,048,915"
003896,UNIVERSITY OF WISCONSIN - MILWAUKEE,Milwaukee,WI,"3,759","6,839,894"
003920,University of Wisconsin - Oshkosh,Oshkosh,WI,"1,764","3,020,465"
005015,UNIVERSITY OF WISCONSIN - PARKSIDE,Kenosha,WI,"1,107","2,130,264"
003921,University of Wisconsin - Platteville,Platteville,WI,"1,183","2,024,009"
003923,University of Wisconsin - River Falls,River Falls,WI,"1,163","2,119,598"
003924,University of Wisconsin - Stevens Point,Stevens Point,WI,"1,883","3,321,633"
003915,University of Wisconsin - Stout,Menomonie,WI,"1,707","3,284,206"
003925,University of Wisconsin - Superior,Superior,WI,925,"1,441,674"
003926,University of Wisconsin - Whitewater,Whitewater,WI,"1,652","3,000,720"
003897,UNIVERSITY OF WISCONSIN COLLEGES,Madison,WI,"1,966","3,155,281"
003911,Viterbo College,La Crosse,WI,543,"946,393"
005294,Waukesha County Technical College,Pewaukee,WI,353,"506,418"
003840,Western Wisconsin Technical College,La Crosse,WI,"1,146","1,963,177"
011824,Wisconsin Indianhead Vocational Technical & Adult Education Dist 17,Shell Lake,WI,"1,106","1,903,106"
014658,Wisconsin Lutheran College,Milwaukee,WI,123,"182,545"
015748,Academy of Careers and Technology,Beckley,WV,133,"185,888"
003806,Alderson Broaddus College,Philippi,WV,309,"645,082"
007544,Appalachian Bible College,Bradley,WV,155,"312,287"
012359,B M Spurr School of Practical Nursing,Glen Dale,WV,7,"15,275"
013732,Benjamin Franklin Career & Technical Center,Dunbar,WV,107,"250,035"
003808,Bethany College,Bethany,WV,243,"502,926"
003809,Bluefield State College,Bluefield,WV,"1,108","2,222,547"
013938,Cabell County Vocational Technical Center,Huntington,WV,104,"148,831"
014060,Carver Career Center,Charleston,WV,117,"228,730"
003807,College of West Virginia,Beckley,WV,"1,332","2,854,025"
003810,Concord College,Athens,WV,"1,097","2,311,270"
003811,Davis & Elkins College,Elkins,WV,290,"639,969"
003812,Fairmont State College,Fairmont,WV,"2,226","4,309,538"
030765,Fayette Plateau Vocational Technical Center,Oak Hill,WV,30,"66,333"
017035,Fred W. Eberle Tri-County Vocational Tech,Buckhannon,WV,44,"84,583"
015675,Garnet Career Center,Charleston,WV,171,"309,228"
003813,Glenville State College,Glenville,WV,"1,148","2,409,530"
031232,Human Resource Development & Employment -,Morgantown,WV,75,"145,866"
008355,James Rumsey Technical Institute,Martinsburg,WV,49,"116,266"
015020,Marion County Technical Center,Farmington,WV,12,"29,682"
003815,Marshall University,Huntington,WV,"3,534","7,035,184"
017054,Mercer County Technical Education Center,Princeton,WV,39,"98,793"
013969,Mineral County Vocational Technical Center,Keyser,WV,27,"46,659"
012904,Monongalia County Technical Education Ctr,Morgantown,WV,40,"90,833"
025799,North Central (WV) Opportunties Industrialization Center,Fairmont,WV,43,"74,946"
003819,Ohio Valley College,Parkersburg,WV,172,"321,116"
003829,Potomac State College of West Virginia University,Keyser,WV,397,"809,186"
